"","Crash_Score","year","Month","Rd_Feature","Rd_Character","Rd_Class","Rd_Configuration","Rd_Surface","Rd_Conditions","Traffic_Control","Work_Area","good_weather"
"8261",1.56,2018,10,"NONE","STRAIGHT","US HWY","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"8262",8.16,2018,10,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"8263",4.11,2018,10,"OTHER","OTHER","US HWY","OTHER","COARSE ASPHALT","DRY","OTHER","NO",0.363498370405888
"8264",7.54,2018,10,"INTERSECTION","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"8265",3.05,2018,10,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"8266",1.83,2018,10,"OTHER","OTHER","US HWY","OTHER","OTHER","DRY","OTHER","NO",-0.701284433391025
"8267",8.45,2018,10,"NONE","STRAIGHT","OTHER","OTHER","OTHER","OTHER","OTHER","NO",1.72928008665974
"8268",6.19,2018,10,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"8269",7.18,2018,10,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"8270",8.81,2018,10,"NONE","STRAIGHT","US HWY","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"8271",0.63,2018,10,"OTHER","STRAIGHT","US HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8272",3.63,2018,10,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","COARSE ASPHALT","DRY","STOP","YES",-0.701284433391025
"8273",13.64,2018,10,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8274",11.39,2018,10,"NONE","STRAIGHT","US HWY","TWO-WAY","OTHER","DRY","OTHER","NO",-0.701284433391025
"8275",5.31,2018,10,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8276",6.56,2018,10,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8277",3.11,2018,10,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","COARSE ASPHALT","DRY","STOP","NO",-0.701284433391025
"8278",8.45,2018,10,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"8279",4.33,2018,10,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8280",13.25,2018,10,"OTHER","OTHER","US HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8281",8.06,2018,10,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"8282",5.06,2018,10,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8283",4.79,2018,11,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"8284",3.65,2018,11,"INTERSECTION","OTHER","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",0.363498370405888
"8285",7.99,2018,11,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"8286",1.32,2018,11,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"8287",13.2,2018,11,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8288",13.27,2018,2,"NONE","STRAIGHT","OTHER","OTHER","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8289",7.87,2018,2,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8290",2.61,2018,2,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8291",1.93,2018,2,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8292",9.31,2018,2,"INTERSECTION","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8293",4.76,2018,2,"NONE","OTHER","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8294",6.05,2018,2,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8295",4.41,2018,2,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8296",14.8,2018,2,"NONE","STRAIGHT","US HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8297",3.81,2018,2,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",0.363498370405888
"8298",6.2,2018,2,"DRIVEWAY","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"8299",15.35,2018,2,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8300",2.18,2018,3,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8301",5.26,2018,3,"NONE","STRAIGHT","US HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",0.363498370405888
"8302",12.66,2018,3,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8303",3.23,2018,3,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"8304",3.97,2018,3,"NONE","STRAIGHT","STATE HWY","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",0.363498370405888
"8305",5.39,2018,3,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8306",8,2018,3,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"8307",4.57,2018,3,"INTERSECTION","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8308",5.47,2018,3,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"8309",8.55,2018,3,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","COARSE ASPHALT","DRY","STOP","YES",-0.701284433391025
"8310",4.14,2018,3,"OTHER","OTHER","STATE HWY","OTHER","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8311",10.13,2018,3,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8312",0.11,2018,3,"NONE","OTHER","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8313",8.55,2018,3,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8314",4.11,2018,3,"NONE","OTHER","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8315",9.82,2018,3,"INTERSECTION","STRAIGHT","US HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",0.363498370405888
"8316",2.28,2018,3,"OTHER","STRAIGHT","US HWY","OTHER","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8317",2.6,2018,3,"NONE","STRAIGHT","OTHER","OTHER","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8318",3.93,2018,3,"NONE","STRAIGHT","US HWY","TWO-WAY","OTHER","DRY","OTHER","NO",-0.701284433391025
"8319",6.9,2018,4,"INTERSECTION","STRAIGHT","US HWY","TWO-WAY","COARSE ASPHALT","DRY","STOP","NO",-0.701284433391025
"8320",6.54,2018,3,"OTHER","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8321",9.65,2018,4,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8322",3.27,2018,4,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8323",3.72,2018,3,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8324",2.23,2018,4,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8325",5.18,2018,4,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8326",9.25,2018,4,"NONE","STRAIGHT","US HWY","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8327",9.29,2018,4,"INTERSECTION","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8328",5.48,2018,4,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8329",2.44,2018,4,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8330",4.4,2018,4,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8331",7.32,2018,4,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8332",8.67,2018,4,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"8333",2.13,2018,4,"NONE","STRAIGHT","US HWY","TWO-WAY","COARSE ASPHALT","WET","OTHER","NO",3.13820122145792
"8334",5.61,2018,4,"NONE","STRAIGHT","STATE HWY","TWO-WAY","COARSE ASPHALT","WET","OTHER","NO",3.13820122145792
"8335",1.88,2018,4,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"8336",11.08,2018,4,"NONE","STRAIGHT","STATE HWY","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8337",9.18,2018,4,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8338",7.43,2018,4,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",0.363498370405888
"8339",5.68,2018,4,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8340",8.69,2018,4,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8341",1.98,2018,4,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8342",0.01,2018,4,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8343",9.01,2018,4,"NONE","STRAIGHT","STATE HWY","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8344",4,2018,4,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",0.363498370405888
"8345",3.12,2018,4,"NONE","STRAIGHT","OTHER","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8346",4.32,2018,4,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8347",1.25,2018,4,"NONE","OTHER","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8348",4.56,2018,4,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8349",6.38,2018,4,"NONE","STRAIGHT","OTHER","OTHER","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8350",2.45,2018,4,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8351",5.79,2018,4,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8352",3.52,2018,4,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8353",5.69,2018,4,"NONE","STRAIGHT","US HWY","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8354",2.02,2018,4,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8355",10.39,2018,4,"NONE","STRAIGHT","OTHER","OTHER","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8356",3.77,2018,4,"INTERSECTION","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8357",8.97,2018,4,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8358",6.83,2018,4,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8359",1.71,2018,4,"OTHER","STRAIGHT","US HWY","TWO-WAY","CONCRETE","WET","OTHER","NO",3.13820122145792
"8360",10.58,2018,4,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"8361",3.2,2018,4,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"8362",8.54,2018,4,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"8363",3.96,2018,4,"INTERSECTION","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8364",8.76,2018,4,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8365",1.44,2018,4,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8366",2.45,2018,4,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8367",5.83,2018,4,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8368",10.85,2018,4,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8369",6.98,2018,4,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8370",7.26,2018,4,"INTERSECTION","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8371",12.09,2018,4,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8372",12.26,2018,4,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8373",0.97,2018,4,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8374",5.75,2018,4,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8375",13.66,2018,4,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8376",2.19,2018,4,"OTHER","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8377",5.37,2018,4,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",0.363498370405888
"8378",14.51,2018,4,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",0.363498370405888
"8379",5.46,2018,4,"OTHER","OTHER","US HWY","OTHER","CONCRETE","WET","STOP","NO",3.13820122145792
"8380",13.66,2018,4,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"8381",5.05,2018,4,"NONE","OTHER","OTHER","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"8382",8.34,2018,4,"NONE","STRAIGHT","US HWY","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"8383",4.46,2018,4,"NONE","STRAIGHT","US HWY","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"8384",4.43,2018,4,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8385",5.98,2018,4,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8386",3.88,2018,4,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",0.363498370405888
"8387",4.22,2018,4,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8388",6.64,2018,4,"NONE","STRAIGHT","US HWY","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8389",0.41,2018,4,"DRIVEWAY","STRAIGHT","STATE HWY","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8390",5.15,2018,4,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8391",4.62,2018,4,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8392",9.05,2018,4,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"8393",4.67,2018,4,"NONE","STRAIGHT","US HWY","TWO-WAY","CONCRETE","DRY","OTHER","NO",-0.701284433391025
"8394",2.09,2018,4,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8395",5.81,2018,5,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8396",3.43,2018,5,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8397",7.17,2018,4,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8398",4.09,2018,5,"NONE","OTHER","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8399",8.2,2018,5,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8400",3.23,2018,5,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8401",3.3,2018,5,"OTHER","OTHER","US HWY","TWO-WAY","CONCRETE","DRY","STOP","NO",-0.701284433391025
"8402",3.83,2018,5,"DRIVEWAY","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8403",5.05,2018,5,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8404",8.64,2018,5,"NONE","STRAIGHT","US HWY","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8405",4.59,2018,5,"NONE","OTHER","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8406",3.01,2018,5,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8407",2.21,2018,5,"INTERSECTION","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8408",13.96,2017,9,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8409",11.31,2017,9,"NONE","OTHER","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8410",1.32,2017,10,"INTERSECTION","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8411",1.95,2017,9,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8412",7.86,2017,9,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8413",5.34,2017,10,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8414",14.04,2017,9,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8415",9.54,2017,10,"NONE","STRAIGHT","OTHER","OTHER","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8416",15.7,2017,10,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8417",7.81,2017,10,"NONE","STRAIGHT","STATE HWY","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8418",23.55,2017,10,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8419",8.4,2017,10,"INTERSECTION","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8420",2.52,2017,10,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"8421",4.81,2017,10,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8422",5.2,2017,10,"NONE","STRAIGHT","STATE HWY","TWO-WAY","COARSE ASPHALT","WET","OTHER","NO",3.13820122145792
"8423",3.82,2017,10,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","COARSE ASPHALT","DRY","STOP","NO",-0.701284433391025
"8424",5.25,2017,10,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8425",1.66,2017,10,"INTERSECTION","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8426",7.47,2017,10,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8427",10.93,2017,10,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8428",15.45,2017,10,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8429",7.23,2017,10,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",0.363498370405888
"8430",7.92,2017,10,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","COARSE ASPHALT","WET","STOP","NO",3.13820122145792
"8431",3.78,2017,10,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","STOP","NO",-0.701284433391025
"8432",3.9,2017,10,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8433",2.7,2017,10,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","YES",-0.701284433391025
"8434",2.61,2017,10,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8435",15.33,2015,12,"INTERSECTION","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8436",3.75,2015,12,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"8437",2.58,2015,12,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8438",3.71,2015,12,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"8439",9.04,2015,12,"DRIVEWAY","STRAIGHT","OTHER","OTHER","SMOOTH ASPHALT","DRY","OTHER","NO",0.363498370405888
"8440",3.29,2015,12,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",0.363498370405888
"8441",12.72,2015,12,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"8442",7.01,2015,12,"OTHER","STRAIGHT","US HWY","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"8443",5.7,2015,12,"NONE","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"8444",11.45,2015,12,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
"8445",1.76,2015,12,"NONE","STRAIGHT","STATE HWY","TWO-WAY","COARSE ASPHALT","DRY","OTHER","NO",-0.701284433391025
"8446",4.31,2015,12,"NONE","STRAIGHT","OTHER","TWO-WAY","SMOOTH ASPHALT","WET","OTHER","NO",3.13820122145792
"8447",6.42,2015,12,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","DRY","OTHER","NO",0.363498370405888
"8448",7.1,2015,12,"INTERSECTION","STRAIGHT","STATE HWY","TWO-WAY","SMOOTH ASPHALT","WET","STOP","NO",3.13820122145792
